title,genres,release_year,user_rating,keywords,director,description,poster_url,trailer_url,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,Unknown,War,Western
Dear Santa,"['Comedy', 'Fantasy']",2024.0,0.6616,"holiday, santa claus, satan, letter to santa claus, christmas, dead son, best friends, christmas wish, holiday comedy",Bobby Farrelly,"Likeable 6th grader Liam writes to Santa asking him to prove that he's real. But Liam is dyslexic and accidentally sends his letter to Satan instead, who shows up at Liam's house, excited to have his first fanboy letter and wanting a little of Liam's soul.",https://image.tmdb.org/t/p/w500/fRbDHbGBXg6kwQYr3CRYeKPJW5q.jpg,https://www.youtube.com/watch?v=3n1GUmAhoTs,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Remnant,"['Science Fiction', 'Horror', 'Thriller']",2024.0,0.5,"serial killer, ghost, supernatural horror",Mike Horan,"Grace is a young woman whose life has been turned upside down by tragedy. When she returns home to the family farm to rebuild her shattered life, her world begins to unravel as a series of strange events haunt her, pushing Grace to the edge of madness. A mysterious figure lurks in the shadows and a ghostly woman appears in the darkness of night. Is Grace imagining these apparitions, or are they a warning of a nightmare still to come?",https://image.tmdb.org/t/p/w500/nsdnZqEVBhlNoBFy7iGBbtS9sbp.jpg,https://www.youtube.com/watch?v=T3B-J7CTPZs,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Pídeme lo que quieras,"['Romance', 'Drama']",2024.0,0.8400000000000001,Unknown,Lucía Alemany,Unknown,https://image.tmdb.org/t/p/w500/76qnVxU2rPdVvipBN3DPQH6fVYB.jpg,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Japanese Mom,"['Romance', 'Drama']",2017.0,0.6200000000000001,Unknown,Kim Moo-won,"""Innocent face, D-cup breasts and perfect intercourse skills! Son, this is not your girlfriend anymore but your mother!""  Ki-ho brings Yuki from Japan to marry her. However, he starts cheating on her with his ex-girlfriend in Korea.  Min-cheol comforted Yuki and thought of her as his daughter-in-law, but one day he realizes he is looking at her as a woman.  In the end, Yuki and Min-cheol have intercourse without Ki-ho knowing...",https://image.tmdb.org/t/p/w500/hq1EaYIqUNrPM3QFYAbnH2UHoX8.jpg,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
We Live in Time,"['Romance', 'Drama']",2024.0,0.76,"marriage, father, romance, love, relationship, family, child, sick mother, love story, moving, modern, sad, heartfelt, romantic, meaningful",John Crowley,"An up-and-coming chef and a recent divorcée find their lives forever changed when a chance encounter brings them together, in a decade-spanning, deeply moving romance.",https://image.tmdb.org/t/p/w500/oeDNBgnlGF6rnyX1P1K8Vl2f3lW.jpg,https://www.youtube.com/watch?v=MH02yagHaNw,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Dominique,"['Action', 'Thriller']",2024.0,0.76,"assassin, escape, police, colombia, action",Michael S. Ojeda,"Dominique, a well-trained assassin, flees from her troubled past in an attempt to begin a new life in South America. However, she soon finds herself in a town plagued with violence and corruption. Facing brutal attacks from the police and mafia, Dominique must decide whether to protect herself or an innocent family that has taken her in.",https://image.tmdb.org/t/p/w500/jvug7Esd89yNLJwGvUfeQ9j69cE.jpg,https://www.youtube.com/watch?v=mQqxeHdP5bg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Moana,"['Adventure', 'Comedy', 'Family', 'Fantasy']",2026.0,0.0,"friendship, leaving one's family, musical, remake, curse, demigod, polynesia, animal sidekick, live action remake",Thomas Kail,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches the island of an impetuous Chieftain, his willful daughter answers the Ocean's call to seek out the demigod to set things right.  Live-action adaptation of the 2016 Disney animated film 'Moana'",https://image.tmdb.org/t/p/w500/ys0jZr0quHERDUEoCboGQEKPvgQ.jpg,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
TOGEFILM - Mei Mei,"['Drama', 'Romance']",2023.0,1.0,amused,Unknown,Unknown,https://image.tmdb.org/t/p/w500/mCJ6shuScPnCh2CS68sPMxGH4UP.jpg,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
My Grandfather's Demons,"['Animation', 'Drama', 'Fantasy']",2022.0,0.61,stop motion,Nuno Beato,"Rosa's life, a highly valued professional, is turned upside down when her grandfather Marcelino dies.",https://image.tmdb.org/t/p/w500/fPoUd6lm011MUCH54aNeMsDJl7z.jpg,https://www.youtube.com/watch?v=PtDZU793w9E,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Subservience,"['Science Fiction', 'Thriller', 'Horror']",2024.0,0.67,Unknown,SK Dale,"With his wife out sick, a struggling father brings home a lifelike AI, only to have his self-aware new help want everything her new family has to offer... Like the affection of her owner and she'll kill to get it.",https://image.tmdb.org/t/p/w500/gBenxR01Uy0Ev9RTIw6dVBPoyQU.jpg,https://www.youtube.com/watch?v=z6DLdqf0Bs0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
OVERLORD: The Sacred Kingdom,"['Action', 'Adventure', 'Animation', 'Fantasy']",2024.0,0.79,"magic, anime, isekai, based on light novel",Naoyuki Ito,"After twelve years of playing his favorite MMORPG game, Momonga logs in for the last time only to find himself transported into its world playing it indefinitely. Throughout his adventures, his avatar ascends to the title of Sorcerer King Ains Ooal Gown. Once prosperous but now on the brink of ruin, The Sacred Kingdom enjoyed years of peace after construction of an enormous wall protecting them from neighboring invasions. But, one day this comes to an end when the Demon Emperor Jaldabaoth arrives with an army of villainous demi-humans. Fearing invasion of their own lands, the neighboring territory of the Slane Theocracy is forced to beg their enemies at the Sorcerer Kingdom for help. Heeding the call, Momonga, now known as the Sorcerer King Ains Ooal Gown, rallies the Sorcerer Kingdom and its undead army to join the fight alongside the Sacred Kingdom and the Slane Theocracy in hopes to defeat the Demon Emperor.",https://image.tmdb.org/t/p/w500/jEvytxNa5mfW7VAUmDWsZtIdATc.jpg,https://www.youtube.com/watch?v=K9hf4dmYJwc,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Grinch,"['Animation', 'Family', 'Comedy', 'Fantasy']",2018.0,0.6900000000000001,"holiday, surrealism, remake, based on children's book, christmas, illumination",Yarrow Cheney,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,https://image.tmdb.org/t/p/w500/smxA8yvZ0LzDPer9BIRd4pyOpx1.jpg,https://www.youtube.com/watch?v=_UOh0UX3alI,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Sing: Thriller,"['Animation', 'Family', 'Comedy']",2024.0,0.7392000000000001,based on short,Garth Jennings,"Buster Moon dreams up a star-studded spectacle set to Michael Jackson's ""Thriller"" in this animated short featuring characters from the hit ""Sing"" films.",https://image.tmdb.org/t/p/w500/i77OInTKcrnRlAozFOaB6D5mk15.jpg,https://www.youtube.com/watch?v=RiRiTEhiyP4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Venom,"['Science Fiction', 'Action']",2018.0,0.6835,"spacecraft, san francisco, california, superhero, anti hero, alien life-form, based on comic, aftercreditsstinger, duringcreditsstinger, business tycoon, symbiote, genetic experiment, venom, sony's spider-man universe",Ruben Fleischer,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",https://image.tmdb.org/t/p/w500/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,https://www.youtube.com/watch?v=xLCn88bfW1o,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Battle for the Western Front,['War'],2022.0,0.5700000000000001,Unknown,Aaron Huggett,"Inspired by Canuck WWI flying ace Billy Bishop, two young soldiers crash the front lines in August 1918. With the Allies detained, their platoon must desperately hold out alongside legendary Anishinaabe sniper Francis ""Peggy"" Pegahmagabow.",https://image.tmdb.org/t/p/w500/ooHEL3XyLYu3hus5cMnpjeH4e7A.jpg,https://www.youtube.com/watch?v=FPV25AZr-SY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Azrael,"['Action', 'Horror', 'Thriller']",2024.0,0.6000000000000001,"sacrifice, aggressive, ancient evil, azrael",E.L. Katz,"In a world where no one speaks, a devout female hunts down a young woman who has escaped her imprisonment. Recaptured by its ruthless leaders, Azrael is due to be sacrificed to pacify an ancient evil deep within the surrounding wilderness.",https://image.tmdb.org/t/p/w500/qpdFKDvJS7oLKTcBLXOaMwUESbs.jpg,https://www.youtube.com/watch?v=-kKSxFDcwKw,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Venom: Let There Be Carnage,"['Science Fiction', 'Action', 'Adventure']",2021.0,0.6799000000000001,"hero, psychopath, superhero, anti hero, villain, alien life-form, based on comic, sequel, fear, aftercreditsstinger, symbiote, carnage, casual, venom character, sony's spider-man universe",Andy Serkis,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",https://image.tmdb.org/t/p/w500/1MJNcPZy46hIy2CmSqOeru0yr5C.jpg,https://www.youtube.com/watch?v=GVwq2HlKYpE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Flow,"['Animation', 'Fantasy', 'Adventure']",2024.0,0.8548,"ocean, cat, boat, dystopia, dog, golden retriever, flood, bird, 3d animation, fantasy, capybara, adventure, empathetic, exhilarated",Gints Zilbalodis,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",https://image.tmdb.org/t/p/w500/enRimDhtFfb7hNTQlOjrgK8O8UO.jpg,https://www.youtube.com/watch?v=ZgZccxuj2RY,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bad Boys: Ride or Die,"['Action', 'Comedy']",2024.0,0.7489,"miami, florida, sequel, on the run, police detective, buddy cop, buddy comedy, aftercreditsstinger, hilarious, exhilarated",Adil El Arbi,"After their late former Captain is framed, Lowrey and Burnett try to clear his name, only to end up on the run themselves.",https://image.tmdb.org/t/p/w500/oGythE98MYleE6mZlGs5oBGkux1.jpg,https://www.youtube.com/watch?v=uWLNl_KQCAU,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freedom,"['Action', 'Romance', 'Drama']",2024.0,0.66,"robber, lovers, heist, infamous, inspired by true events",Mélanie Laurent,"Inspired by the true events of one of France's most notorious non-violent robbers, Bruno Sulak, in the 1980s. He led multiple heists, then captured public attention for his many daring escapes from police custody...always to reunite with his beloved lover and accomplice Annie, becoming both France's Public Enemy #1 and an icon of Freedom.",https://image.tmdb.org/t/p/w500/b2YL2kncIqlcDcqly78AsOPJi6r.jpg,https://www.youtube.com/watch?v=vvOGbO0E-Rw,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Skin. Like. Sun.,['Romance'],2010.0,0.65,Unknown,Jennifer Lyon Bell,Unknown,https://image.tmdb.org/t/p/w500/uCkANtG6ezb7hjRKVudY3PUcbvn.jpg,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Home Alone 2: Lost in New York,"['Comedy', 'Family', 'Adventure']",1992.0,0.67,"new york city, burglar, holiday, family relationships, sequel, slapstick comedy, little boy, home invasion, family, precocious child, home alone, mischievous child, christmas, kids on their own, child rescue, absurd, straightforward",Chris Columbus,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas Eve.",https://image.tmdb.org/t/p/w500/uuitWHpJwxD1wruFl2nZHIb4UGN.jpg,https://www.youtube.com/watch?v=g64dOUrwqrE,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
An Almost Christmas Story,"['Animation', 'Adventure', 'Fantasy', 'Family']",2024.0,0.76,"christmas, owl",David Lowery,"A young owl meets a lost little girl in New York City. Together, they try to get home for Christmas.",https://image.tmdb.org/t/p/w500/mQC3nIJ9DQ74t9vFzUjqP8eohgX.jpg,https://www.youtube.com/watch?v=y0JQVmUQc4Q,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Juror #2,"['Crime', 'Drama']",2024.0,0.6986,"jury duty, moral dilemma, murder trial, subjective",Clint Eastwood,"While serving as a juror in a high profile murder trial, family man Justin Kemp finds himself struggling with a serious moral dilemma…one he could use to sway the jury verdict and potentially convict—or free—the accused killer.",https://image.tmdb.org/t/p/w500/ugQkpGajKFQ8eyOEhGheR0HfWQ.jpg,https://www.youtube.com/watch?v=czYUXo0R0oA,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Whisper of the Witch,"['Horror', 'Thriller']",2024.0,0.68,Unknown,Serik Beyseu,"Mara, an ancient pagan spirit, hunts a group of teenagers taking their body parts to be reborn. A disillusioned and desperate investigator has to face his deepest fears to save the teenagers.",https://image.tmdb.org/t/p/w500/raDMchyq3dJMqso2TVh75A123Xb.jpg,https://www.youtube.com/watch?v=NrNpPMEiTbc,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SpongeBob Squarepants: Kreepaway Kamp,"['TV Movie', 'Family', 'Comedy', 'Horror', 'Animation']",2024.0,0.7000000000000001,Unknown,Ian Vasquez,"While at Kamp Koral for a reunion, SpongeBob and the gang are stalked by a mysterious figure lurking in the shadows as campers start disappearing one by one!",https://image.tmdb.org/t/p/w500/blRsgsexoBqnjcEJkV8beKAVT6J.jpg,https://www.youtube.com/watch?v=KV7e1dGITg0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Joker: Folie à Deux,"['Drama', 'Crime', 'Thriller']",2024.0,0.5554,"asylum, villain, musical, insane asylum, based on comic, sequel, courtroom, mental illness, madness, angry, 1980s, prisoner abuse, dark romance, jukebox musical",Todd Phillips,"While struggling with his dual identity, Arthur Fleck not only stumbles upon true love, but also finds the music that's always been inside him.",https://image.tmdb.org/t/p/w500/aciP8Km0waTLXEYf5ybFK5CSUxl.jpg,https://www.youtube.com/watch?v=fiqqAI0e4Nc,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Canary Black,"['Action', 'Thriller', 'Crime']",2024.0,0.6357,"central intelligence agency (cia), spy thriller",Pierre Morel,"Top level CIA agent Avery Graves is blackmailed by terrorists into betraying her own country to save her kidnapped husband. Cut off from her team, she turns to her underworld contacts to survive and help locate the coveted intelligence that the kidnappers want.",https://image.tmdb.org/t/p/w500/hhiR6uUbTYYvKoACkdAIQPS5c6f.jpg,https://www.youtube.com/watch?v=tSaw2HTVSsA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Crow,"['Action', 'Fantasy', 'Horror']",2024.0,0.5900000000000001,"husband wife relationship, soulmates, superhero, crow, based on comic, remake, revenge, murder, back from the dead, death, true love, awakening, dark romance, re-imagining, gloomy, based on comic strip",Rupert Sanders,"Soulmates Eric and Shelly are brutally murdered when the demons of her dark past catch up with them. Given the chance to save his true love by sacrificing himself, Eric sets out to seek merciless revenge on their killers, traversing the worlds of the living and the dead to put the wrong things right.",https://image.tmdb.org/t/p/w500/58QT4cPJ2u2TqWZkterDq9q4yxQ.jpg,https://www.youtube.com/watch?v=4CLE3pWAAr8,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Lord of the Rings: The War of the Rohirrim,"['Animation', 'Fantasy']",2024.0,0.6900000000000001,"based on novel or book, prequel, treachery, fantasy world, anime, war, horsemen",Kenji Kamiyama,"183 years before the events chronicled in the original trilogy, a sudden attack by Wulf, a clever and ruthless Dunlending lord seeking vengeance for the death of his father, forces Helm Hammerhand and his people to make a daring last stand in the ancient stronghold of the Hornburg. Finding herself in an increasingly desperate situation, Héra, the daughter of Helm, must summon the will to lead the resistance against a deadly enemy intent on their total destruction.",https://image.tmdb.org/t/p/w500/qXKFlGX9n66zd4q0oWztPuvRD9D.jpg,https://www.youtube.com/watch?v=9FlsJqDox5M,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Platform 2,"['Science Fiction', 'Horror']",2024.0,0.5596,"capitalism, survival, anarchism, semi-prequel, secret prison, food shortage, social experiment, dystopian sci-fi, social dynamics",Galder Gaztelu-Urrutia,"After a mysterious leader imposes his law in a brutal system of vertical cells, a new arrival battles against a dubious food distribution method.",https://image.tmdb.org/t/p/w500/hf94ySIzdP3KwHau9VSWh7b7Qu2.jpg,https://www.youtube.com/watch?v=UKFMYWNatQM,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
